City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,huarmey,-10.0681,-78.1522,22.41,75,94,5.92,PE,1698524019
278,la ligua,-32.4524,-71.2311,17.42,51,100,3.99,CL,1698524020
279,qui nhon,13.7667,109.2333,24.91,91,96,2.33,VN,1698524020
280,la tuque,47.4334,-72.7824,7.14,61,100,4.63,CA,1698524021
281,mangai,-4.05,19.5333,25.06,75,100,0.63,CD,1698524021
282,kupang,-10.1667,123.5833,24.32,94,37,0.0,ID,1698524021
283,ust'-ilimsk,58.0006,102.6619,-3.64,56,100,5.36,RU,1698524022
284,kill devil hills,36.0307,-75.676,26.01,57,0,2.06,US,1698524022
285,holualoa,19.6228,-155.9522,28.82,66,20,5.14,US,1698523844
286,saint-philippe,-21.3585,55.7679,22.77,84,40,3.19,RE,1698524023
287,kuchaiburi,22.2667,86.1667,18.55,66,0,1.03,IN,1698524023
288,port-gentil,-0.7193,8.7815,26.47,84,6,4.18,GA,1698523804
289,lewistown,40.5992,-77.5714,23.53,91,75,0.0,US,1698524024
290,tongouson,5.0214,120.1328,27.25,76,78,1.34,PH,1698524024
291,kikwit,-5.041,18.8162,22.66,92,33,0.61,CD,1698524024
292,kapa'a,22.0752,-159.319,27.99,66,0,2.57,US,1698524025
293,ancud,-41.8697,-73.8203,8.59,73,97,12.27,CL,1698523576
294,taos,36.4072,-105.5731,17.22,35,0,5.66,US,1698524025
295,codrington,-38.2667,141.9667,4.33,94,38,3.42,AU,1698523450
296,kone,-21.0595,164.8658,21.39,78,87,3.16,NC,1698523439
297,vadso,70.0744,29.7487,-1.91,80,75,2.57,NO,1698523999
298,orbetello,42.4408,11.2196,14.01,73,0,1.64,IT,1698524027
299,lice,38.4592,40.6475,16.93,55,6,0.92,TR,1698524028
300,patacamaya,-17.2333,-67.9167,19.84,15,72,5.84,BO,1698524028
301,palmer,42.1584,-72.3287,26.01,51,75,5.14,US,1698523373
302,shitanjing,39.2342,106.3439,9.69,34,0,3.11,CN,1698523993
303,vilhena,-12.7406,-60.1458,29.52,51,81,0.79,BR,1698524029
304,shingu,33.7333,135.9833,11.28,78,0,3.47,JP,1698523674
305,sylacauga,33.1732,-86.2516,28.44,50,100,2.57,US,1698524030
306,ciudad madero,22.2667,-97.8333,29.11,74,75,4.11,MX,1698523820
307,manacapuru,-3.2997,-60.6206,37.62,28,50,1.47,BR,1698524030
308,taulaga,-11.0553,-171.0883,28.28,75,81,4.51,AS,1698524031
309,sinabang,2.4803,96.3801,25.64,87,66,0.89,ID,1698524031
310,buta,2.7858,24.73,21.55,88,79,0.94,CD,1698524031
311,cowra,-33.8333,148.6833,9.23,52,0,1.44,AU,1698524032
312,chita,52.0333,113.55,-3.04,46,40,10.0,RU,1698524032
313,cruz alta,-28.6386,-53.6064,18.35,96,100,5.87,BR,1698524032
314,surkhpur,32.7161,74.4461,19.82,88,4,1.77,PK,1698524033
315,hami,42.8,93.45,9.35,50,1,2.9,CN,1698523553
316,nogliki,51.8333,143.1667,-0.92,79,15,3.13,RU,1698523712
317,tamarin,-20.3256,57.3706,24.18,80,0,1.86,MU,1698524034
318,atherton,53.5237,-2.4935,11.83,94,100,0.89,GB,1698524034
319,sosnogorsk,63.6023,53.8817,-5.81,89,80,2.24,RU,1698524034
320,san pablo villa de mitla,16.9167,-96.4,23.13,45,33,3.02,MX,1698524035
321,mahanje,-9.9333,35.3333,21.13,55,93,1.61,TZ,1698523493
322,general jose de san martin,-26.5374,-59.3416,25.94,83,75,2.71,AR,1698524035
323,luanda,-8.8368,13.2343,27.0,78,100,4.63,AO,1698524036
324,chibougamau,49.9168,-74.3659,-0.21,74,75,6.69,CA,1698524034
325,flying fish cove,-10.4217,105.6791,25.82,83,100,5.14,CX,1698523386
326,veraval,20.9,70.3667,26.96,62,100,1.46,IN,1698524037
327,yurimaguas,-5.9,-76.0833,30.09,66,40,1.54,PE,1698524037
328,lhasa,29.65,91.1,2.16,45,22,1.93,CN,1698524037
329,fomboni,-12.28,43.7425,26.72,80,5,6.61,KM,1698524038
330,mailsi,29.8003,72.1758,25.02,28,61,2.19,PK,1698524038
331,rikaze,29.25,88.8833,3.56,24,6,1.38,CN,1698524038
332,moanda,-1.5575,13.2178,24.61,74,100,0.75,GA,1698524039
333,weno,7.4515,151.8468,26.97,94,100,2.57,FM,1698523571
334,vetapalem,15.7833,80.3167,25.95,83,42,3.54,IN,1698524039
335,mahibadhoo,3.7833,72.9667,27.51,79,66,4.03,MV,1698524040
336,champerico,14.3,-91.9167,32.3,74,78,4.73,GT,1698523715
337,barclayville,4.6797,-8.2339,25.43,88,54,2.71,LR,1698524040
338,yakeshi,49.2833,120.7333,2.6,54,100,1.18,CN,1698524041
339,dompu,-8.5356,118.4622,24.06,93,18,0.39,ID,1698524041
340,qamdo,31.1667,97.2333,-5.38,52,0,0.55,CN,1698523468
341,leer,53.2316,7.461,11.08,95,55,5.38,DE,1698524042
342,san juan de miraflores,-12.1629,-76.9635,22.29,79,100,4.74,PE,1698524042
343,gillette,44.2911,-105.5022,-3.83,67,20,1.54,US,1698523612
344,port augusta,-32.5,137.7667,13.7,82,100,2.93,AU,1698524044
345,sao jose da coroa grande,-8.8978,-35.1478,26.19,68,96,4.52,BR,1698523623
346,adam,22.3756,57.5233,27.21,46,82,2.91,OM,1698524045
347,ormara,25.2088,64.6357,27.01,73,0,4.46,PK,1698524046
348,carnarvon,-24.8667,113.6333,19.38,67,2,10.95,AU,1698524009
349,sao jose de ribamar,-2.5619,-44.0542,30.21,80,8,7.59,BR,1698524046
350,cidreira,-30.1811,-50.2056,21.73,83,100,5.71,BR,1698524014
351,balykshi,47.0667,51.8667,12.0,100,100,4.0,KZ,1698524047
352,tucuma,-0.1833,-50.05,31.07,56,34,5.87,BR,1698523866
353,aras-asan,8.8908,126.3033,25.8,85,89,1.65,PH,1698524048
354,sarupathar,26.1984,93.8094,19.32,94,0,0.48,IN,1698524048
355,jilin,43.0,126.0,2.67,51,12,1.87,CN,1698524049
356,zanjan,36.6736,48.4787,14.16,33,11,1.11,IR,1698524049
357,bozdar wada,27.1828,68.636,28.36,28,11,2.69,PK,1698524049
358,dieppe,49.75,1.1667,14.1,93,100,2.24,FR,1698524050
359,luau,-10.7073,22.2247,19.99,75,15,0.99,AO,1698524050
360,klaksvik,62.2266,-6.589,7.51,79,100,11.13,FO,1698524051
361,tara,56.8944,74.371,-9.05,97,60,1.54,RU,1698524051
362,urengoy,65.9667,78.3667,-11.94,90,91,4.34,RU,1698524051
363,trenggalek,-8.05,111.7167,22.66,93,85,0.45,ID,1698524048
364,torbat-e heydariyeh,35.274,59.2195,17.41,35,100,1.43,IR,1698524052
365,alatyr',54.8421,46.5813,1.37,98,100,6.03,RU,1698524052
366,chipiona,36.7366,-6.437,19.06,75,0,4.99,ES,1698524053
367,sioux falls,43.55,-96.7003,-2.08,82,100,3.6,US,1698523762
368,goniri,11.4833,12.3144,26.74,21,6,4.03,NG,1698524053
369,butembo,0.15,29.2833,14.71,97,100,0.86,CD,1698524054
370,prince rupert,54.3161,-130.3201,7.42,46,13,0.82,CA,1698523820
371,smithers,54.7804,-127.1743,0.18,55,0,1.03,CA,1698524054
372,morehead city,34.7229,-76.726,28.01,76,0,5.14,US,1698524055
373,daru,-9.0763,143.2092,24.87,93,100,6.9,PG,1698523818
374,nchelenge,-9.3451,28.734,24.39,71,20,2.66,ZM,1698524055
375,corinto,37.9407,22.9573,20.5,76,64,1.46,GR,1698524056
376,tanhacu,-14.0214,-41.2481,34.59,28,70,5.51,BR,1698524056
377,ambanja,-13.6833,48.45,24.78,88,66,0.84,MG,1698524057
378,talara,-4.5772,-81.2719,26.42,65,40,4.12,PE,1698524057
379,isangel,-19.55,169.2667,24.06,83,10,3.09,VU,1698524057
380,salinopolis,-0.6136,-47.3561,28.51,79,6,7.48,BR,1698524058
381,dunedin,-45.8742,170.5036,10.45,71,87,0.89,NZ,1698523975
382,hammerfest,70.6634,23.6821,-0.75,80,40,1.54,NO,1698524030
383,cochrane,51.1834,-114.4687,0.5,65,100,3.6,CA,1698523370
384,margate,51.3813,1.3862,14.06,92,100,3.58,GB,1698524026
385,howard springs,-12.497,131.047,25.95,90,8,1.62,AU,1698524059
386,hilo,19.7297,-155.09,28.4,71,40,3.09,US,1698523994
387,kirensk,57.7853,108.1119,-3.91,51,85,3.58,RU,1698524060
388,babayurt,43.6002,46.7789,18.52,51,64,2.88,RU,1698524060
389,kolonia town,6.964,158.206,24.0,94,100,2.06,FM,1698524061
390,beyneu,45.3167,55.2,18.64,53,100,2.39,KZ,1698524061
391,armacao de buzios,-22.7469,-41.8817,25.03,88,100,10.31,BR,1698524028
392,xiaoshi,41.2971,124.1209,7.6,58,8,2.07,CN,1698524062
393,'ain el melh,34.8415,4.1638,19.44,41,100,4.73,DZ,1698524062
394,charters towers,-20.1,146.2667,17.6,82,51,2.98,AU,1698524062
395,belyy yar,53.6039,91.3903,-8.06,79,0,3.0,RU,1698524063
396,celestun,20.8667,-90.4,30.3,59,17,7.75,MX,1698524063
397,labuan,5.2767,115.2417,26.9,83,56,2.9,MY,1698524063
398,san antonio de pale,-1.4014,5.6325,26.24,79,5,3.47,GQ,1698523993
399,quellon,-43.1167,-73.6167,8.07,76,48,10.24,CL,1698524005
400,huittinen,61.1833,22.7,-3.9,83,9,1.31,FI,1698524064
401,trouville-sur-mer,49.3657,0.0804,14.89,88,75,7.72,FR,1698524065
402,kununurra,-15.7667,128.7333,16.99,67,95,0.0,AU,1698524038
403,altus,34.6381,-99.334,10.73,87,100,5.14,US,1698524066
404,mezhdurechensk,53.6942,88.0603,-7.13,94,38,1.03,RU,1698524066
405,vanimo,-2.6741,141.3028,24.67,89,91,1.42,PG,1698524066
406,okha,53.5739,142.9478,0.45,95,100,4.89,RU,1698523964
407,shelbyville,35.4834,-86.4603,29.14,49,20,1.54,US,1698524067
408,glace bay,46.1969,-59.957,20.5,72,98,5.51,CA,1698523830
409,collie,-33.3667,116.15,8.54,96,61,0.96,AU,1698524068
410,mombetsu,44.3525,143.3525,7.87,86,100,2.08,JP,1698524069
411,tenno,39.9,139.9667,13.55,82,100,5.81,JP,1698524069
412,dumai,1.6833,101.45,23.17,96,99,0.1,ID,1698524069
413,joshimath,30.5667,79.5667,13.05,49,93,2.29,IN,1698524070
414,turkan,40.3639,50.215,17.1,94,20,2.06,AZ,1698524071
415,salalah,17.0151,54.0924,26.05,83,0,2.06,OM,1698524069
416,broome,42.2506,-75.833,15.65,79,75,5.66,US,1698524072
417,boali,4.8005,18.1275,23.01,89,17,0.45,CF,1698524072
418,south boston,42.3334,-71.0495,27.63,54,40,6.69,US,1698524073
419,bowling green,36.9903,-86.4436,28.41,64,20,2.06,US,1698524074
420,cururupu,-1.8283,-44.8683,29.12,64,24,3.0,BR,1698524074
421,korbach,51.2756,8.873,9.98,93,100,4.4,DE,1698524075
422,nikel,69.4128,30.222,-4.9,96,84,1.57,RU,1698524075
423,kendari,-3.945,122.4989,22.41,91,8,0.84,ID,1698524076
424,kenai,60.5544,-151.2583,2.3,87,40,4.63,US,1698524002
425,inarajan village,13.2736,144.7484,28.08,95,81,5.78,GU,1698524030
426,dublin,37.7021,-121.9358,19.67,40,0,4.12,US,1698523985
427,at taj,24.2049,23.2857,23.18,27,7,3.82,LY,1698524077
428,raduzhnyy,62.0961,77.475,-11.26,92,30,3.07,RU,1698524077
429,nuuk,64.1835,-51.7216,-3.66,80,40,6.71,GL,1698523976
430,vernon,50.2581,-119.2691,6.53,48,0,1.54,CA,1698524008
431,nyurba,63.2842,118.3319,-11.21,94,100,2.36,RU,1698524064
432,kelowna,49.8831,-119.4857,6.47,44,0,0.45,CA,1698523807
433,juan griego,11.0817,-63.9655,30.66,65,100,2.99,VE,1698524079
434,keilor,-37.7167,144.8333,10.33,90,20,3.6,AU,1698524079
435,sorong,-0.8833,131.25,25.26,88,100,3.48,ID,1698524053
436,rodos,36.4408,28.2225,22.66,88,20,1.03,GR,1698524080
437,benghazi,32.1167,20.0667,24.03,70,51,2.03,LY,1698523934
438,demyansk,57.643,32.466,-0.26,98,100,2.06,RU,1698524081
439,camana,-16.6228,-72.7111,19.71,83,73,3.5,PE,1698524081
440,mount isa,-20.7333,139.5,16.87,22,35,2.06,AU,1698524081
441,huntsville,34.7304,-86.5861,29.14,50,40,5.14,US,1698523902
442,zhenlai,45.8495,123.2973,4.9,39,14,4.47,CN,1698524082
443,nemuro,43.3236,145.575,12.11,75,92,2.58,JP,1698524071
444,kingston,17.997,-76.7936,31.53,67,20,3.09,JM,1698524000
445,souran,35.2916,36.7488,24.72,34,0,0.66,SY,1698524083
446,nizhniy lomov,53.5304,43.6766,6.51,99,100,4.13,RU,1698524083
447,nikolayevsk,50.0282,45.4595,13.4,63,0,9.84,RU,1698524083
448,port saint john's,-31.6229,29.5448,15.2,88,100,6.7,ZA,1698524084
449,maumere,-8.6199,122.2111,25.91,78,16,2.42,ID,1698524084
450,lichtenburg,-26.152,26.1597,18.94,52,71,4.1,ZA,1698524084
451,san-pedro,4.7485,-6.6363,25.73,89,3,3.02,CI,1698524085
452,jijel,36.8205,5.7667,20.97,73,40,1.54,DZ,1698524086
453,harstad,68.799,16.5293,0.64,94,100,2.24,NO,1698524080
454,kamyzyak,46.11,48.0736,14.99,100,100,6.0,RU,1698524086
455,mount gambier,-37.8333,140.7667,3.87,97,42,2.21,AU,1698524087
456,nagqu,31.5,92.0,-5.54,58,100,1.05,CN,1698523878
457,homer,59.6425,-151.5483,6.69,82,100,3.09,US,1698524087
458,douglas,41.3,-96.167,2.55,72,100,6.17,US,1698524003
459,west valley,46.5921,-120.6051,6.75,38,0,0.45,US,1698524088
460,cobija,-11.0267,-68.7692,24.1,100,100,5.14,BO,1698524088
461,camalu,30.85,-116.0667,21.6,53,0,6.26,MX,1698524089
462,kashgar,39.4547,75.9797,14.56,28,0,4.0,CN,1698524089
463,moroni,-11.7022,43.2551,25.5,76,6,1.64,KM,1698524089
464,salekhard,66.53,66.6019,-11.71,91,95,1.13,RU,1698524090
465,rumonge,-3.9736,29.4386,24.08,70,55,1.4,BI,1698524090
466,missoula,47.0166,-113.8009,-5.2,68,13,1.49,US,1698524090
467,orizona,-17.0314,-48.2958,27.86,54,97,3.34,BR,1698524091
468,manokwari,-0.8667,134.0833,25.85,79,100,1.36,ID,1698524091
469,yuzhno-kurilsk,44.0306,145.8556,11.32,87,96,3.51,RU,1698524048
470,piti village,13.4626,144.6933,28.03,93,100,2.57,GU,1698524092
471,mulanje,-16.0316,35.5,26.65,45,79,2.78,MW,1698523823
472,crane,31.3974,-102.3501,26.72,53,44,9.33,US,1698524081
473,conde,-7.2597,-34.9075,26.7,69,20,6.17,BR,1698524093
474,yishui,35.7847,118.6281,13.37,52,60,1.93,CN,1698524093
475,paradip garh,20.3167,86.6167,23.63,67,5,2.54,IN,1698524093
476,suzun,53.7841,82.3116,-5.59,81,7,1.32,RU,1698524094
477,shiguai,40.7058,110.2856,8.06,37,12,0.95,CN,1698524094
478,odoyev,53.9393,36.6864,0.65,98,100,6.66,RU,1698524094
479,deqen,29.9618,90.7188,0.87,34,14,1.32,CN,1698524095
480,maceio,-9.6658,-35.7353,27.69,69,40,5.66,BR,1698523890
481,fuyang,32.9,115.8167,17.37,73,40,2.6,CN,1698524014
482,kittila,67.6647,24.8936,-4.92,93,100,0.51,FI,1698524096
483,patnanungan,14.7833,122.1833,27.08,80,23,7.02,PH,1698524096
484,akureyri,65.6835,-18.0878,-0.04,74,0,0.0,IS,1698524096
485,bangkalan,-7.0455,112.7351,24.97,76,71,1.02,ID,1698524097
486,geraldton,-28.7667,114.6,14.23,77,0,5.66,AU,1698524097
487,lensk,60.7253,114.9278,-3.83,60,39,4.6,RU,1698524097
488,santarem,-2.4431,-54.7083,35.07,52,27,5.14,BR,1698524098
489,talavera,15.6167,120.9333,23.07,90,8,1.77,PH,1698524098
490,remire-montjoly,4.9167,-52.2667,32.02,62,0,6.69,GF,1698524017
491,urangan,-25.3,152.9,20.14,58,41,6.13,AU,1698524044
492,twon-brass,4.3151,6.2418,27.56,79,34,2.92,NG,1698524013
493,okhotsk,59.3833,143.3,-4.37,83,99,5.73,RU,1698524018
494,iskateley,67.6803,53.1512,-12.21,90,100,3.58,RU,1698524028
495,gufeng,26.9083,118.9819,13.49,94,100,0.91,CN,1698524100
496,kristiansund,63.1115,7.732,-0.64,69,7,1.54,NO,1698524100
497,peace river,56.2501,-117.286,2.03,61,8,4.0,CA,1698523810
498,antalaha,-14.9003,50.2788,22.41,91,30,1.82,MG,1698524101
499,ocosingo,17.0667,-92.25,26.36,46,24,2.55,MX,1698524101
500,laojunmiao,39.8333,97.7333,5.93,36,85,0.08,CN,1698524029
501,middle island,40.8843,-72.9373,28.34,63,0,5.66,US,1698524102
502,la palma,33.8464,-118.0467,25.43,68,20,4.63,US,1698524103
503,borzya,50.3833,116.5167,0.28,54,82,7.45,RU,1698524104
504,serhiyivka,46.0272,30.3768,16.28,53,67,2.5,UA,1698524104
505,northam,51.0333,-4.2167,12.03,91,100,5.63,GB,1698524105
506,barcelos,41.5388,-8.6151,18.08,92,100,9.34,PT,1698523841
507,crotone,39.0851,17.1178,20.11,67,4,1.91,IT,1698524106
508,kruisfontein,-34.0033,24.7314,11.65,56,99,4.8,ZA,1698524106
509,bengkulu,-3.8004,102.2655,23.83,92,53,2.66,ID,1698524107
510,lata,40.1629,-8.3327,17.73,91,99,5.14,PT,1698524107
511,neiafu,-18.65,-173.9833,26.38,78,40,5.66,TO,1698524107
512,north bend,43.4065,-124.2243,12.95,44,0,5.14,US,1698524108
513,novosergiyevka,52.0934,53.6528,5.28,98,100,6.43,RU,1698524108
514,kodinsk,58.6881,99.1844,-3.09,65,100,4.57,RU,1698524109
515,grand falls-windsor,48.9332,-55.6649,13.06,94,100,5.01,CA,1698524110
516,tsiombe,-25.3,45.4833,23.06,86,0,1.33,MG,1698524024
517,karaton,-6.3424,106.1045,23.69,81,9,0.45,ID,1698524110
518,kaduy,59.2,37.15,-1.93,96,100,1.69,RU,1698524111
519,magadan,59.5667,150.8,-3.02,76,95,3.08,RU,1698523994
520,sunnyside,46.3237,-120.0087,7.6,43,0,0.0,US,1698524111
521,yarrawonga,-36.0167,146.0,11.39,53,76,3.88,AU,1698524114
522,pandan,14.0453,124.1694,26.71,83,31,4.55,PH,1698524116
523,san andres,12.5847,-81.7006,30.01,74,20,2.57,CO,1698524118
524,idri,27.5,13.2667,25.86,18,0,3.02,LY,1698524119
525,mejit,10.2753,170.8646,28.47,75,55,8.47,MH,1698524077
526,balqash,46.8481,74.995,5.86,82,100,4.62,KZ,1698524121
527,urzhar,47.093,81.6294,6.94,83,100,2.04,KZ,1698523997
528,lashio,22.9333,97.75,16.72,99,87,0.62,MM,1698524122
529,ljusdal,61.8288,16.0913,-2.03,81,21,1.0,SE,1698524122
530,cabedelo,-6.9811,-34.8339,27.37,68,55,6.35,BR,1698524038
531,bambamarca,-6.6833,-78.5333,14.01,91,100,1.84,PE,1698524123
532,alenquer,-1.9417,-54.7383,36.83,29,81,2.93,BR,1698524125
533,novyy urengoy,66.0833,76.6333,-10.82,86,52,4.3,RU,1698524126
534,loango,-4.6719,11.8312,26.3,84,19,2.54,CG,1698524127
535,berezovo,63.9381,65.0419,-11.47,94,9,0.87,RU,1698523876
536,burao,9.5221,45.5336,22.23,75,100,5.05,SO,1698524127
537,nambour,-26.6333,152.95,17.14,89,59,1.34,AU,1698524130
538,tafuna,-14.3358,-170.72,27.97,89,100,6.17,AS,1698524132
539,yangambi,0.8102,24.4336,21.71,82,76,0.54,CD,1698524056
540,candido mendes,-1.4467,-45.7167,29.38,65,15,4.23,BR,1698524132
541,chengde,40.9725,117.9361,9.42,75,4,0.43,CN,1698524133
542,wangqing,43.3218,129.7634,0.76,57,5,0.52,CN,1698524133
543,delson,45.3668,-73.5492,14.23,51,20,7.72,CA,1698524133
544,zouerate,22.7187,-12.4521,29.3,23,52,3.92,MR,1698524134
545,mangrol,21.1167,70.1167,27.29,62,100,2.3,IN,1698524134
546,waiuku,-37.25,174.75,15.7,71,100,4.57,NZ,1698524135
547,imbituba,-28.24,-48.6703,22.7,98,100,1.82,BR,1698524135
548,sainyabuli,19.25,101.75,20.39,99,76,0.5,LA,1698524136
549,suva,-18.1416,178.4415,23.71,100,75,2.57,FJ,1698523714
550,tabas,33.5959,56.9244,23.38,30,65,2.45,IR,1698524004
551,antsohihy,-14.8796,47.9875,26.13,80,16,0.79,MG,1698524137
552,acajutla,13.5928,-89.8275,28.24,80,88,6.47,SV,1698524137
553,al kharijah,25.4514,30.5464,26.53,33,2,4.08,EG,1698524137
554,puerto aysen,-45.4,-72.7,5.09,99,100,4.45,CL,1698524138
555,elko,41.0002,-115.5012,3.42,37,98,4.02,US,1698524138
556,christchurch,-43.5333,172.6333,12.96,72,2,2.57,NZ,1698523942
557,yokadouma,3.5167,15.05,23.47,81,95,1.16,CM,1698524139
558,vila franca do campo,37.7167,-25.4333,18.27,99,100,5.97,PT,1698524006
559,cognin,45.5638,5.8944,14.0,81,0,5.66,FR,1698524140
